,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
80031,B09195,publisher,publisher,T. Vere,,tcp_ep,"Great Britains ioy, and good news for the Netherlands. By an honourable peace concluded betwixt England and Holland, upon the 9th of February which was proclaimed Holland upon the 24th day with all imaginable joy, and in London upon the 18th day of the same month, the Lord Mayor and Aldermen being present, with the heralds at arms in their formalities with five of the Kings maces, besides my Lord Mayor and many thousands of people thronging to express their joy for so great ... true subjects shall reap thereby.  Tune of, Digby's farewel.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere and J. Wright, [London] : [between 1663 and 1674]",
80032,B09436,publisher,publisher,Richard Burton,,tcp_ep,"A looking-glass for drunkards, or, The good-fellows folly moderately reproving all such as practise as the beastly sin of inordinate and excessive tippling , with an admonition for the future to forbear the same to the tune of Fy, Dutchmen, fie.",,[1641-1674],,,"Printed for Richard Burton ..., London : [1641-1674]",
80033,B09437,publisher,publisher,F. Coles,,tcp_ep,"A looking-glass for traytors, or, High treason rewarded being a full account of the examination of the second person that was executed in Novem. 1678 by name, Edward Coleman, Esq, who was found guilty of high treason, at the Kings-Bench-Bar at VVestminter, the 27th of Nov. 1678 for plotting and contriving the death of our soveraign Lord the King, and endeavouring to change the government of the nation and utterly to extirpate the protestant religion, for which he was sentenced to be drawn, hang'd and quartered being accordingly executed the 3d. day of this instant Decemb. at Tyburn, tune of, Aim not too high, or, Fortune my foe.",,[1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [1674-1679]",
80034,B09437,publisher,publisher,I. Clarke,,tcp_ep,"A looking-glass for traytors, or, High treason rewarded being a full account of the examination of the second person that was executed in Novem. 1678 by name, Edward Coleman, Esq, who was found guilty of high treason, at the Kings-Bench-Bar at VVestminter, the 27th of Nov. 1678 for plotting and contriving the death of our soveraign Lord the King, and endeavouring to change the government of the nation and utterly to extirpate the protestant religion, for which he was sentenced to be drawn, hang'd and quartered being accordingly executed the 3d. day of this instant Decemb. at Tyburn, tune of, Aim not too high, or, Fortune my foe.",,[1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [1674-1679]",
80035,B09437,publisher,publisher,I. Wright,,tcp_ep,"A looking-glass for traytors, or, High treason rewarded being a full account of the examination of the second person that was executed in Novem. 1678 by name, Edward Coleman, Esq, who was found guilty of high treason, at the Kings-Bench-Bar at VVestminter, the 27th of Nov. 1678 for plotting and contriving the death of our soveraign Lord the King, and endeavouring to change the government of the nation and utterly to extirpate the protestant religion, for which he was sentenced to be drawn, hang'd and quartered being accordingly executed the 3d. day of this instant Decemb. at Tyburn, tune of, Aim not too high, or, Fortune my foe.",,[1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [1674-1679]",
80036,B09437,publisher,publisher,T. Vere,,tcp_ep,"A looking-glass for traytors, or, High treason rewarded being a full account of the examination of the second person that was executed in Novem. 1678 by name, Edward Coleman, Esq, who was found guilty of high treason, at the Kings-Bench-Bar at VVestminter, the 27th of Nov. 1678 for plotting and contriving the death of our soveraign Lord the King, and endeavouring to change the government of the nation and utterly to extirpate the protestant religion, for which he was sentenced to be drawn, hang'd and quartered being accordingly executed the 3d. day of this instant Decemb. at Tyburn, tune of, Aim not too high, or, Fortune my foe.",,[1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [1674-1679]",
80037,B09445,publisher,publisher,Richard Burton,,tcp_ep,"The love-sick shepheard, or, The dying lovers reprieve the shepheard for a nimph doth pine away, who with unkindness doth his love repay, till hearing of his plaint, she doth at last, afford him comfort for his sorrows past, tune of Long days of absence, &amp;c.",,[1641-1674],,the Horshoo in West-Smithfield,"Printed for Richard Burton at the Horshoo in West-Smithfield, [S.l.] : [1641-1674]",
80038,B09446,publisher,publisher,F. Coles,,tcp_ep,The lovers mad fits and fancies to a delightful new tune.,,[1663-1665],,,"Printed for F. Coles, T. Vere, W. Gilbertson and J. Wright, London : [1663-1665]",
80039,B09446,publisher,publisher,J. Wright,,tcp_ep,The lovers mad fits and fancies to a delightful new tune.,,[1663-1665],,,"Printed for F. Coles, T. Vere, W. Gilbertson and J. Wright, London : [1663-1665]",
80040,B09446,publisher,publisher,T. Vere,,tcp_ep,The lovers mad fits and fancies to a delightful new tune.,,[1663-1665],,,"Printed for F. Coles, T. Vere, W. Gilbertson and J. Wright, London : [1663-1665]",
80041,B09446,publisher,publisher,W. Gilbertson,,tcp_ep,The lovers mad fits and fancies to a delightful new tune.,,[1663-1665],,,"Printed for F. Coles, T. Vere, W. Gilbertson and J. Wright, London : [1663-1665]",
80042,B09451,publisher,publisher,F. Coles,,tcp_ep,"Loves master-piece, or, The coy lady over-come at last she seemed coy as other ladies use, who (that they like best) sometimes will refuse, but in conclusion, take them in the neck of time there's few that will refuse a P---eticoat, to the tune of, With a ha, ha, ha, you will undo me, &amp;c.",,[1663-1674],,,"Printed for F. Coles, T. Vere and J. Wright, [London] : [1663-1674]",
80043,B09451,publisher,publisher,J. Wright,,tcp_ep,"Loves master-piece, or, The coy lady over-come at last she seemed coy as other ladies use, who (that they like best) sometimes will refuse, but in conclusion, take them in the neck of time there's few that will refuse a P---eticoat, to the tune of, With a ha, ha, ha, you will undo me, &amp;c.",,[1663-1674],,,"Printed for F. Coles, T. Vere and J. Wright, [London] : [1663-1674]",
80044,B09451,publisher,publisher,T. Vere,,tcp_ep,"Loves master-piece, or, The coy lady over-come at last she seemed coy as other ladies use, who (that they like best) sometimes will refuse, but in conclusion, take them in the neck of time there's few that will refuse a P---eticoat, to the tune of, With a ha, ha, ha, you will undo me, &amp;c.",,[1663-1674],,,"Printed for F. Coles, T. Vere and J. Wright, [London] : [1663-1674]",
80045,B09452,publisher,publisher,F. Coles,,tcp_ep,"Loves wound and loves cure the tune is, The VVandering spirits in the air.",,[1663-1674],,,"Printed for F. Coles, T. Vere and J. VVright, [S.l.] : [1663-1674]",
80046,B09452,publisher,publisher,J. VVright,,tcp_ep,"Loves wound and loves cure the tune is, The VVandering spirits in the air.",,[1663-1674],,,"Printed for F. Coles, T. Vere and J. VVright, [S.l.] : [1663-1674]",
80047,B09452,publisher,publisher,T. Vere,,tcp_ep,"Loves wound and loves cure the tune is, The VVandering spirits in the air.",,[1663-1674],,,"Printed for F. Coles, T. Vere and J. VVright, [S.l.] : [1663-1674]",
80048,B09453,publisher,publisher,F. Coles,,tcp_ep,"The loving young couple, or, The amourous vvooing between Willie and Nancie Willie woos Nancie and tell her his mind, but Nancie at first proveth very unkind, but as last in conclusion to end all the strife, he got her good will for to make her his wife, now they live in love in joy and in peace, and I hope every year their welath will encrease, to the tune of, Of the kind mistress",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80049,B09453,publisher,publisher,J. Clark,,tcp_ep,"The loving young couple, or, The amourous vvooing between Willie and Nancie Willie woos Nancie and tell her his mind, but Nancie at first proveth very unkind, but as last in conclusion to end all the strife, he got her good will for to make her his wife, now they live in love in joy and in peace, and I hope every year their welath will encrease, to the tune of, Of the kind mistress",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80050,B09453,publisher,publisher,J. Wright,,tcp_ep,"The loving young couple, or, The amourous vvooing between Willie and Nancie Willie woos Nancie and tell her his mind, but Nancie at first proveth very unkind, but as last in conclusion to end all the strife, he got her good will for to make her his wife, now they live in love in joy and in peace, and I hope every year their welath will encrease, to the tune of, Of the kind mistress",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80051,B09453,publisher,publisher,T. Vere,,tcp_ep,"The loving young couple, or, The amourous vvooing between Willie and Nancie Willie woos Nancie and tell her his mind, but Nancie at first proveth very unkind, but as last in conclusion to end all the strife, he got her good will for to make her his wife, now they live in love in joy and in peace, and I hope every year their welath will encrease, to the tune of, Of the kind mistress",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80052,B09579,publisher,publisher,F. Coles,,tcp_ep,"The new corant, or, The merry wooing of Jonney and Jenny young men and maids if here by any, you'l say this ballet is worth a penny, you shall it hear if you will stay, you know the price, buy them away, to a new tune call'd Up goes aly aly.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80053,B09579,publisher,publisher,J. Clark,,tcp_ep,"The new corant, or, The merry wooing of Jonney and Jenny young men and maids if here by any, you'l say this ballet is worth a penny, you shall it hear if you will stay, you know the price, buy them away, to a new tune call'd Up goes aly aly.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80054,B09579,publisher,publisher,J. Wright,,tcp_ep,"The new corant, or, The merry wooing of Jonney and Jenny young men and maids if here by any, you'l say this ballet is worth a penny, you shall it hear if you will stay, you know the price, buy them away, to a new tune call'd Up goes aly aly.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80055,B09579,publisher,publisher,T. Vere,,tcp_ep,"The new corant, or, The merry wooing of Jonney and Jenny young men and maids if here by any, you'l say this ballet is worth a penny, you shall it hear if you will stay, you know the price, buy them away, to a new tune call'd Up goes aly aly.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clark, [S.l.] : [1674-1679]",
80056,B09581,publisher,publisher,Francis Coles,,tcp_ep,"A new game at cards, or, The three nimble shuffling cheaters to a pleasant new tune, Or, what you please.",,1655-1658],,,"For Francis Coles, John Wright, Tho. Vere and William Gilbertson, [London : 1655-1658]",
80057,B09581,publisher,publisher,John Wright,,tcp_ep,"A new game at cards, or, The three nimble shuffling cheaters to a pleasant new tune, Or, what you please.",,1655-1658],,,"For Francis Coles, John Wright, Tho. Vere and William Gilbertson, [London : 1655-1658]",
80058,B09581,publisher,publisher,Tho. Vere,,tcp_ep,"A new game at cards, or, The three nimble shuffling cheaters to a pleasant new tune, Or, what you please.",,1655-1658],,,"For Francis Coles, John Wright, Tho. Vere and William Gilbertson, [London : 1655-1658]",
80059,B09581,publisher,publisher,William Gilbertson,,tcp_ep,"A new game at cards, or, The three nimble shuffling cheaters to a pleasant new tune, Or, what you please.",,1655-1658],,,"For Francis Coles, John Wright, Tho. Vere and William Gilbertson, [London : 1655-1658]",
80060,B09753,publisher,publisher,J. Hose next the Rose,,tcp_ep,"The musical shepeherdess, or, Dorinda's lamentation for the loss of Amintas Amintas all Arcadia's glory was, a youth so sweet that all he did surpass.  But times all mowing sith this flower did cut, fate to his days hath the last period put : for musick and for singing, who but he, was fit to help the Gods with harmony?  His fair Dorinda, seeing he was gone, and she poor mournful damsel left alone, invokes the nymphs to sing his praise, whilst she a garland weaves, then ends her days, resolving not to stay behind her love, she being deny'd him here, mounts above.  To a pleasant new tune, called Amintas farewel, or, Digby's farewel.","Pope, Walter, d. 1714.",[1660-1675],,Houlbourn Bridge,"Printed for J. Hose next the Rose neer Houlbourn Bridge, [London] : [1660-1675]",
80061,B09916,bookseller,bookseller,the Gushion-man,,tcp_ep,The rules of the schools at the Jesuits in Fanchurch-Street,,[168-?],,the Chappel in Lime-street,"Printed for F. W. and are to be sold by the Gushion-man at the Chappel in Lime-street, London : [168-?]",
80062,B09916,publisher,publisher,F. W.,,tcp_ep,The rules of the schools at the Jesuits in Fanchurch-Street,,[168-?],,the Chappel in Lime-street,"Printed for F. W. and are to be sold by the Gushion-man at the Chappel in Lime-street, London : [168-?]",
80063,B10252,publisher,publisher,P. Brooksby,,tcp_ep,"The crafty maid of the west: or, The lusty brave miller of the western parts finely trapan'd. A merry new song to fit young-men and maids. Tune of, Packingtons Pound.","Wade, John, fl. 1660-1680.",[between 1672 and 1680],,the Golden Ball in Py-corner.,Printed for P. Brooksby at the Golden Ball in Py-corner. [London] : [between 1672 and 1680],
80064,B18427,publisher,publisher,Henry Twyford,,tcp_ep,"Occvrrences from Ireland ... being a copy of a letter from Dublin / by an officer of the regiment commanded by Colonell Munke ; relating all the severall passages of the English forces in those parts against the rebels ; also relieving of divers castles and the bringing in of the heads of the Lord Cunboynes brother, Colonell Berne and Colonell Butler  ; with divers other matters of note.",R. C.,,,,"Printed for Henry Twyford, London :",
80065,B20759,publisher,publisher,F. Coles,,tcp_ep,"The court-miss converted: or the looking glass for ladies. Her former errours she doth now repent, and with unfeigned tears the [...] resolving now a godly life to lead, and in such wicked path no more to tread, vvhich may a good example be to all, to rise from sin, if they by fraility fall. Tune of Englands fair dainty dames.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
80066,B20759,publisher,publisher,J. Clarke,,tcp_ep,"The court-miss converted: or the looking glass for ladies. Her former errours she doth now repent, and with unfeigned tears the [...] resolving now a godly life to lead, and in such wicked path no more to tread, vvhich may a good example be to all, to rise from sin, if they by fraility fall. Tune of Englands fair dainty dames.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
80067,B20759,publisher,publisher,J. Wright,,tcp_ep,"The court-miss converted: or the looking glass for ladies. Her former errours she doth now repent, and with unfeigned tears the [...] resolving now a godly life to lead, and in such wicked path no more to tread, vvhich may a good example be to all, to rise from sin, if they by fraility fall. Tune of Englands fair dainty dames.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
80068,B20759,publisher,publisher,T. Vere,,tcp_ep,"The court-miss converted: or the looking glass for ladies. Her former errours she doth now repent, and with unfeigned tears the [...] resolving now a godly life to lead, and in such wicked path no more to tread, vvhich may a good example be to all, to rise from sin, if they by fraility fall. Tune of Englands fair dainty dames.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
80069,B23379,publisher,publisher,F. Coles,,tcp_ep,"Gallantry all-a-mode: or, The bully to the life. Here fops &amp; boistrous bully-rocks are shown, they pass their golden hours away in pleasure, the gallant feats they practice in the town; detest those doting fools that live by measure. To a new play-house tune: viz. Let the traytors plot on.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80070,B23379,publisher,publisher,J. Clarke,,tcp_ep,"Gallantry all-a-mode: or, The bully to the life. Here fops &amp; boistrous bully-rocks are shown, they pass their golden hours away in pleasure, the gallant feats they practice in the town; detest those doting fools that live by measure. To a new play-house tune: viz. Let the traytors plot on.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80071,B23379,publisher,publisher,J. Wright,,tcp_ep,"Gallantry all-a-mode: or, The bully to the life. Here fops &amp; boistrous bully-rocks are shown, they pass their golden hours away in pleasure, the gallant feats they practice in the town; detest those doting fools that live by measure. To a new play-house tune: viz. Let the traytors plot on.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80072,B23379,publisher,publisher,T. Vere,,tcp_ep,"Gallantry all-a-mode: or, The bully to the life. Here fops &amp; boistrous bully-rocks are shown, they pass their golden hours away in pleasure, the gallant feats they practice in the town; detest those doting fools that live by measure. To a new play-house tune: viz. Let the traytors plot on.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80073,B24118,publisher,publisher,F. Coles,,tcp_ep,"The Hartford-shires murder. Or, Bloody news from St. Albans Being a true relation, how two farmers living near St. Albans, and comming homeward from Hartford Fair, Octo. the 29th. were robbed by seven or eight foot-padders, of about fifteen pound; the one they barbarously murdered upon the place, the other they much bruised, and having bound him, cast him into a ditch, leaving him for dead: but he recovering some strength, got out and escaped, and raised the town, who sent out hue and cry immediately for their apprehension. Tune of, Aim not too high; or, Fortune my for, &amp;c. With allowance.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [1674-1679]",
80074,B24118,publisher,publisher,J. Clarke,,tcp_ep,"The Hartford-shires murder. Or, Bloody news from St. Albans Being a true relation, how two farmers living near St. Albans, and comming homeward from Hartford Fair, Octo. the 29th. were robbed by seven or eight foot-padders, of about fifteen pound; the one they barbarously murdered upon the place, the other they much bruised, and having bound him, cast him into a ditch, leaving him for dead: but he recovering some strength, got out and escaped, and raised the town, who sent out hue and cry immediately for their apprehension. Tune of, Aim not too high; or, Fortune my for, &amp;c. With allowance.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [1674-1679]",
80075,B24118,publisher,publisher,J. Wright,,tcp_ep,"The Hartford-shires murder. Or, Bloody news from St. Albans Being a true relation, how two farmers living near St. Albans, and comming homeward from Hartford Fair, Octo. the 29th. were robbed by seven or eight foot-padders, of about fifteen pound; the one they barbarously murdered upon the place, the other they much bruised, and having bound him, cast him into a ditch, leaving him for dead: but he recovering some strength, got out and escaped, and raised the town, who sent out hue and cry immediately for their apprehension. Tune of, Aim not too high; or, Fortune my for, &amp;c. With allowance.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [1674-1679]",
80076,B24118,publisher,publisher,T. Vere,,tcp_ep,"The Hartford-shires murder. Or, Bloody news from St. Albans Being a true relation, how two farmers living near St. Albans, and comming homeward from Hartford Fair, Octo. the 29th. were robbed by seven or eight foot-padders, of about fifteen pound; the one they barbarously murdered upon the place, the other they much bruised, and having bound him, cast him into a ditch, leaving him for dead: but he recovering some strength, got out and escaped, and raised the town, who sent out hue and cry immediately for their apprehension. Tune of, Aim not too high; or, Fortune my for, &amp;c. With allowance.",,[1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [1674-1679]",
80077,B24560,publisher,publisher,W. Gilbertson.,,tcp_ep,"Ill-gotten goods seldome thrive. Or, The English antick. For Dick, that was a miller by hs trade, did thinke to be a swaggering roaring blade, he bought brave clothes, and powdered all his haire, but serv'd in's kind for medling with light ware. The tune is, was ever young-man crost.",,[169?],,,"Printed for W. Gilbertson., London, : [169?]",
80078,B25260,publisher,publisher,A. Banks,,tcp_ep,"Jenneys lamentation for the loss of Jocky, or, A New song in the play called The Royalist",,[168-?],,,"Printed for A. Banks, London : [168-?]",
80079,B25370,publisher,publisher,Eliz. Andrews,,tcp_ep,"The Jovial tinker, or, The Willing couple ... to a new tune called To high, to low, to low.",,[168-?],,,"Printed for Eliz. Andrews ..., London : [168-?]",
80080,B25633,publisher,publisher,F. Coles,,tcp_ep,"The clothiers delight: or, The rich mens joy, and the poor mens sorrow. Wherein is exprest the craftiness and subtilty of many clothiers in England, by beating down their work-mens wages. Combers, weavers, and spinners, for little gains, doth earn their money by taking of hard pains. To the tune of, Ienny come tye me, &amp;c. Packington's pound, or, Monk hath confounded, &amp;c. With allowance, Ro. L'Estrange. / By T. Lanfiere.","Lanfiere, Thomas.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [between 1674 and 1679]",
80081,B25633,publisher,publisher,I. Clarke,,tcp_ep,"The clothiers delight: or, The rich mens joy, and the poor mens sorrow. Wherein is exprest the craftiness and subtilty of many clothiers in England, by beating down their work-mens wages. Combers, weavers, and spinners, for little gains, doth earn their money by taking of hard pains. To the tune of, Ienny come tye me, &amp;c. Packington's pound, or, Monk hath confounded, &amp;c. With allowance, Ro. L'Estrange. / By T. Lanfiere.","Lanfiere, Thomas.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [between 1674 and 1679]",
80082,B25633,publisher,publisher,I. Wright,,tcp_ep,"The clothiers delight: or, The rich mens joy, and the poor mens sorrow. Wherein is exprest the craftiness and subtilty of many clothiers in England, by beating down their work-mens wages. Combers, weavers, and spinners, for little gains, doth earn their money by taking of hard pains. To the tune of, Ienny come tye me, &amp;c. Packington's pound, or, Monk hath confounded, &amp;c. With allowance, Ro. L'Estrange. / By T. Lanfiere.","Lanfiere, Thomas.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [between 1674 and 1679]",
80083,B25633,publisher,publisher,T. Vere,,tcp_ep,"The clothiers delight: or, The rich mens joy, and the poor mens sorrow. Wherein is exprest the craftiness and subtilty of many clothiers in England, by beating down their work-mens wages. Combers, weavers, and spinners, for little gains, doth earn their money by taking of hard pains. To the tune of, Ienny come tye me, &amp;c. Packington's pound, or, Monk hath confounded, &amp;c. With allowance, Ro. L'Estrange. / By T. Lanfiere.","Lanfiere, Thomas.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke, [London] : [between 1674 and 1679]",
80084,B26445,publisher,publisher,J Clarke,,tcp_ep,"The maids unhappinesse or The youngmens unconstancy. When maidens seem for to be kind, youngmen do from them fly. But if the maidens coy they find then they for love can dye. Tune of Philander.",,[between 1681 and 1684],,,"Printed for J. Wright, J Clarke, W. Thackery, and T. Passenger., [London] : [between 1681 and 1684]",
80085,B26445,publisher,publisher,J. Wright,,tcp_ep,"The maids unhappinesse or The youngmens unconstancy. When maidens seem for to be kind, youngmen do from them fly. But if the maidens coy they find then they for love can dye. Tune of Philander.",,[between 1681 and 1684],,,"Printed for J. Wright, J Clarke, W. Thackery, and T. Passenger., [London] : [between 1681 and 1684]",
80086,B26445,publisher,publisher,T. Passenger.,,tcp_ep,"The maids unhappinesse or The youngmens unconstancy. When maidens seem for to be kind, youngmen do from them fly. But if the maidens coy they find then they for love can dye. Tune of Philander.",,[between 1681 and 1684],,,"Printed for J. Wright, J Clarke, W. Thackery, and T. Passenger., [London] : [between 1681 and 1684]",
80087,B26445,publisher,publisher,W. Thackery,,tcp_ep,"The maids unhappinesse or The youngmens unconstancy. When maidens seem for to be kind, youngmen do from them fly. But if the maidens coy they find then they for love can dye. Tune of Philander.",,[between 1681 and 1684],,,"Printed for J. Wright, J Clarke, W. Thackery, and T. Passenger., [London] : [between 1681 and 1684]",
80088,B27227,publisher,publisher,P. Brooksby,,tcp_ep,"A new ballad of King John and the abbot of Canterbury. To the tune of, The King and the Lord Abbot.",,[between 1670 and 1696],,,"Printed for P. Brooksby ..., [London] : [between 1670 and 1696]",
80089,B27291,publisher,publisher,F. C. J. W. T. V. W. G.,,tcp_ep,"A new, rare, and exellent [sic] sonnet of a brave and lusty youth full groome, that was in love and could not tell with whom. To the tune of, Bodkins galiard.",,[between 1655 and 1658],,,"Printed for F. C. J. W. T. V. W. G., London : [between 1655 and 1658]",
80090,B27387,publisher,publisher,F. Coles,,tcp_ep,"News form [sic] the Netherlands being a full and true relation of a sharp and bloody battel fought betwixt the Prince of Orange, and the French army, under the command of the Duke of Luxemburg, at St. Denis, neer unto Mons, in Flanders, the 14th of this present August, 1678 : to the tune of A Fig for Flanders, &amp;c.",,[1678 or 1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clarke, [London] : [1678 or 1679]",
80091,B27387,publisher,publisher,J. Clarke,,tcp_ep,"News form [sic] the Netherlands being a full and true relation of a sharp and bloody battel fought betwixt the Prince of Orange, and the French army, under the command of the Duke of Luxemburg, at St. Denis, neer unto Mons, in Flanders, the 14th of this present August, 1678 : to the tune of A Fig for Flanders, &amp;c.",,[1678 or 1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clarke, [London] : [1678 or 1679]",
80092,B27387,publisher,publisher,J. Wright,,tcp_ep,"News form [sic] the Netherlands being a full and true relation of a sharp and bloody battel fought betwixt the Prince of Orange, and the French army, under the command of the Duke of Luxemburg, at St. Denis, neer unto Mons, in Flanders, the 14th of this present August, 1678 : to the tune of A Fig for Flanders, &amp;c.",,[1678 or 1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clarke, [London] : [1678 or 1679]",
80093,B27387,publisher,publisher,T. Vere,,tcp_ep,"News form [sic] the Netherlands being a full and true relation of a sharp and bloody battel fought betwixt the Prince of Orange, and the French army, under the command of the Duke of Luxemburg, at St. Denis, neer unto Mons, in Flanders, the 14th of this present August, 1678 : to the tune of A Fig for Flanders, &amp;c.",,[1678 or 1679],,,"Printed for F. Coles, T. Vere, J. Wright and J. Clarke, [London] : [1678 or 1679]",
80094,B27445,publisher,publisher,F. Coles,,tcp_ep,"A noble riddle wisele expounded: or, The maids answer to the knights three questions She with her excellent wit and civil carriage, vvon a young knight to joyn with her in marriage. This gallant couple now are man and wife, and she with him doth lead a pleasant life. The tune is Lay the bent to the bonny broom.",,[1658-1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson, [London] : [1658-1664]",
80095,B27445,publisher,publisher,T. Vere,,tcp_ep,"A noble riddle wisele expounded: or, The maids answer to the knights three questions She with her excellent wit and civil carriage, vvon a young knight to joyn with her in marriage. This gallant couple now are man and wife, and she with him doth lead a pleasant life. The tune is Lay the bent to the bonny broom.",,[1658-1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson, [London] : [1658-1664]",
80096,B27445,publisher,publisher,W. Gilbertson,,tcp_ep,"A noble riddle wisele expounded: or, The maids answer to the knights three questions She with her excellent wit and civil carriage, vvon a young knight to joyn with her in marriage. This gallant couple now are man and wife, and she with him doth lead a pleasant life. The tune is Lay the bent to the bonny broom.",,[1658-1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson, [London] : [1658-1664]",
80097,B27475,publisher,publisher,F. Coles,,tcp_ep,"Northern Nanny, or, The Loving lasses lamentation ... tune of, In January last &amp;c.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clark, London : [between 1674 and 1679]",
80098,B27475,publisher,publisher,J. Clark,,tcp_ep,"Northern Nanny, or, The Loving lasses lamentation ... tune of, In January last &amp;c.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clark, London : [between 1674 and 1679]",
80099,B27475,publisher,publisher,J. Wright,,tcp_ep,"Northern Nanny, or, The Loving lasses lamentation ... tune of, In January last &amp;c.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clark, London : [between 1674 and 1679]",
80100,B27475,publisher,publisher,T. Vere,,tcp_ep,"Northern Nanny, or, The Loving lasses lamentation ... tune of, In January last &amp;c.",,[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clark, London : [between 1674 and 1679]",
80101,B27735,printer,printer,L. Lichfield,,tcp_ep,At a meeting of the delegates in D. Stauntons lodgings Feb. 27. 1653.,University of Oxford.,1653/4],,,"by L. Lichfield, [Oxford : 1653/4]",
80102,B27853,publisher,publisher,Fra. Grove,,tcp_ep,"A warning to all lewd livers. By the example of a disobedient child, who riotously wasted and consumed his fathers and mothers goods, and also his own, among strumpets and other lewd livers, and after died most miserably on a dung-hill. To the tune of, Sir Andrew Barton.",,[169?],,Snow-hill|[En]tred according to order.,"P[rin]ted for Fra. Grove on Snow-hill, [En]tred according to order., London : [169?]",
80103,B28362,publisher,publisher,F. Coles,,tcp_ep,"Robin Hood's golden prize. He met two, priests upon the way, and forced them with him to pray. For gold they pray'd, and gold they had, enough to make bold Robin glad: his share came to four hundred pound that then was told upon the ground: now mark and you shall here the jest, you never heard the like exprest. Tune is, Robin Hood was a tall young man.","L. P. (Laurence Price), fl. 1625-1680?",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
